Invoice ID,Branch,Region,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Month,Payment,cogs,gross margin percentage,gross income,Rating
442-48-3607,A,North,Delhi,Member,Female,Food and beverages,23.48,2,2.35,49.31,03-01-2019,11.21.00 AM,January,Credit card,46.96,4.76,2.24,7.9
835-16-0096,C,South,Banglore,Member,Female,Sports and travel,14.7,5,3.68,77.18,03-01-2019,1.48.00 PM,January,Ewallet,73.5,4.76,3.5,8.5
527-09-6272,A,North,Delhi,Member,Male,Electronic accessories,28.45,5,7.11,149.36,03-01-2019,10.17.00 AM,January,Credit card,142.25,4.76,6.77,9.1
898-04-2717,A,North,Delhi,Normal,Female,Fashion accessories,76.4,9,34.38,721.98,03-01-2019,3.49.00 PM,January,Ewallet,687.6,4.76,32.73,7.5
692-27-8933,B,West,Mumbai,Normal,Male,Sports and travel,57.95,6,17.39,365.09,02-01-2019,1.02.00 PM,January,Cash,347.7,4.76,16.55,5.2
633-09-3463,C,South,Banglore,Normal,Male,Electronic accessories,47.65,3,7.15,150.1,03-01-2019,12.58.00 PM,January,Credit card,142.95,4.76,6.8,9.5
374-17-3652,B,West,Mumbai,Member,Male,Food and beverages,42.82,9,19.27,404.65,02-05-2019,3.26.00 PM,May,Credit card,385.38,4.76,18.34,8.9
378-07-7001,B,West,Mumbai,Member,Female,Electronic accessories,48.09,3,7.21,151.48,02-10-2019,6.23.00 PM,October,Credit card,144.27,4.76,6.87,7.8
433-75-6987,B,West,Mumbai,Member,Male,Health and beauty,55.97,7,19.59,411.38,03-05-2019,7.06.00 PM,May,Ewallet,391.79,4.76,18.65,8.9
873-95-4984,B,West,Mumbai,Member,Male,Health and beauty,76.9,7,26.92,565.22,02-01-2019,8.21.00 PM,January,Cash,538.3,4.76,25.62,7.7
416-13-5917,C,South,Banglore,Normal,Male,Food and beverages,97.03,5,24.26,509.41,01-01-2019,4.24.00 PM,January,Ewallet,485.15,4.76,23.09,9.3
150-89-8043,A,North,Delhi,Normal,Female,Sports and travel,44.65,3,6.7,140.65,02-01-2019,3.04.00 PM,January,Cash,133.95,4.76,6.38,6.2
135-84-8019,A,North,Delhi,Normal,Male,Fashion accessories,77.93,9,35.07,736.44,02-01-2019,4.10.00 PM,January,Ewallet,701.37,4.76,33.39,7.6
441-94-7118,A,North,Delhi,Member,Female,Electronic accessories,71.95,1,3.6,75.55,02-04-2019,12.14.00 PM,April,Cash,71.95,4.76,3.42,7.3
725-96-3778,C,South,Banglore,Member,Male,Home and lifestyle,89.25,8,35.7,749.7,01-01-2019,10.13.00 AM,January,Cash,714,4.76,33.99,4.7
531-80-1784,A,North,Delhi,Normal,Female,Electronic accessories,26.02,7,9.11,191.25,03-01-2019,5.38.00 PM,January,Cash,182.14,4.76,8.67,5.1
400-45-1220,B,West,Mumbai,Normal,Male,Health and beauty,13.5,10,6.75,141.75,02-01-2019,11.06.00 AM,January,Credit card,135,4.76,6.43,4.8
860-79-0874,C,South,Banglore,Member,Male,Fashion accessories,99.3,10,49.65,1042.65,02-01-2019,2.53.00 PM,January,Credit card,993,4.76,47.27,6.6
834-61-8124,A,North,Delhi,Normal,Female,Electronic accessories,51.69,7,18.09,379.92,01-01-2019,6.22.00 PM,January,Cash,361.83,4.76,17.22,5.5
115-99-4379,B,West,Mumbai,Member,Male,Fashion accessories,54.73,7,19.16,402.27,03-01-2019,7.02.00 PM,January,Credit card,383.11,4.76,18.24,8.5
565-67-6697,B,West,Mumbai,Member,Female,Home and lifestyle,27,9,12.15,255.15,03-02-2019,2.16.00 PM,February,Cash,243,4.76,11.57,4.8
320-49-6392,C,South,Banglore,Normal,Male,Electronic accessories,30.24,1,1.51,31.75,03-04-2019,3.44.00 PM,April,Cash,30.24,4.76,1.44,8.4
889-04-9723,B,West,Mumbai,Member,Male,Food and beverages,89.14,4,17.83,374.39,01-07-2019,12.20.00 PM,July,Credit card,356.56,4.76,16.97,7.8
632-90-0281,C,South,Banglore,Normal,Male,Fashion accessories,37.55,10,18.78,394.28,03-08-2019,8.01.00 PM,August,Credit card,375.5,4.76,17.87,9.3
554-42-2417,C,South,Banglore,Normal,Male,Sports and travel,95.44,10,47.72,1002.12,01-09-2019,1.45.00 PM,September,Cash,954.4,4.76,45.43,5.2
453-63-6187,B,West,Mumbai,Normal,Female,Electronic accessories,27.5,3,4.13,86.63,03-01-2019,3.40.00 PM,January,Ewallet,82.5,4.76,3.93,6.5
578-80-7669,B,West,Mumbai,Normal,Female,Sports and travel,74.97,1,3.75,78.72,03-01-2019,4.58.00 PM,January,Cash,74.97,4.76,3.57,5.6
612-36-5536,A,North,Delhi,Member,Female,Food and beverages,80.96,8,32.38,680.06,02-01-2019,11.12.00 AM,January,Credit card,647.68,4.76,30.83,7.4
605-72-4132,C,South,Banglore,Normal,Male,Food and beverages,94.47,8,37.79,793.55,02-01-2019,3.12.00 PM,January,Cash,755.76,4.76,35.97,9.1
471-41-2823,C,South,Banglore,Normal,Female,Food and beverages,99.79,2,9.98,209.56,03-07-2019,8.37.00 PM,July,Ewallet,199.58,4.76,9.5,8
462-67-9126,A,North,Delhi,Normal,Female,Home and lifestyle,73.22,6,21.97,461.29,01-01-2019,5.44.00 PM,January,Cash,439.32,4.76,20.91,7.2
272-27-9238,C,South,Banglore,Normal,Male,Food and beverages,41.24,4,8.25,173.21,02-01-2019,4.23.00 PM,January,Cash,164.96,4.76,7.85,7.1
834-25-9262,C,South,Banglore,Normal,Male,Fashion accessories,81.68,4,16.34,343.06,01-06-2019,12.12.00 PM,June,Cash,326.72,4.76,15.55,9.1
122-61-9553,C,South,Banglore,Normal,Male,Electronic accessories,51.32,9,23.09,484.97,03-01-2019,7.33.00 PM,January,Cash,461.88,4.76,21.99,5.6
468-88-0009,A,North,Delhi,Member,Female,Home and lifestyle,65.94,4,13.19,276.95,03-01-2019,10.29.00 AM,January,Cash,263.76,4.76,12.55,6
613-59-9758,C,South,Banglore,Normal,Male,Sports and travel,14.36,10,7.18,150.78,01-01-2019,2.28.00 PM,January,Cash,143.6,4.76,6.84,5.4
254-31-0042,A,North,Delhi,Member,Female,Electronic accessories,21.5,9,9.68,203.18,03-06-2019,12.46.00 PM,June,Credit card,193.5,4.76,9.21,7.8
201-86-2184,B,West,Mumbai,Member,Male,Electronic accessories,26.26,7,9.19,193.01,02-02-2019,7.40.00 PM,February,Cash,183.82,4.76,8.75,9.9
261-12-8671,B,West,Mumbai,Normal,Male,Fashion accessories,60.96,2,6.1,128.02,01-01-2019,7.39.00 PM,January,Credit card,121.92,4.76,5.8,4.9
730-70-9830,C,South,Banglore,Normal,Male,Home and lifestyle,70.11,6,21.03,441.69,03-01-2019,5.54.00 PM,January,Ewallet,420.66,4.76,20.02,5.2
382-25-8917,C,South,Banglore,Normal,Female,Fashion accessories,42.08,6,12.62,265.1,01-01-2019,12.25.00 PM,January,Cash,252.48,4.76,12.02,8.9
422-29-8786,A,North,Delhi,Normal,Male,Home and lifestyle,67.09,5,16.77,352.22,01-03-2019,4.47.00 PM,March,Credit card,335.45,4.76,15.97,9.1
667-23-5919,A,North,Delhi,Member,Male,Fashion accessories,96.7,5,24.18,507.68,01-01-2019,12.52.00 PM,January,Ewallet,483.5,4.76,23.01,7
843-01-4703,B,West,Mumbai,Member,Male,Home and lifestyle,35.38,9,15.92,334.34,01-05-2019,7.50.00 PM,May,Credit card,318.42,4.76,15.16,9.6
743-88-1662,C,South,Banglore,Normal,Female,Sports and travel,95.49,7,33.42,701.85,02-01-2019,6.17.00 PM,January,Ewallet,668.43,4.76,31.82,8.7
595-86-2894,C,South,Banglore,Member,Female,Fashion accessories,96.98,4,19.4,407.32,02-06-2019,5.20.00 PM,June,Ewallet,387.92,4.76,18.46,9.4
182-69-8360,B,West,Mumbai,Normal,Male,Electronic accessories,23.65,4,4.73,99.33,01-01-2019,1.32.00 PM,January,Credit card,94.6,4.76,4.5,4
289-15-7034,A,North,Delhi,Member,Female,Sports and travel,82.33,4,16.47,345.79,01-11-2019,10.37.00 AM,November,Credit card,329.32,4.76,15.68,7.5
462-78-5240,C,South,Banglore,Normal,Male,Electronic accessories,26.61,2,2.66,55.88,03-01-2019,2.35.00 PM,January,Cash,53.22,4.76,2.53,4.2
868-52-7573,B,West,Mumbai,Normal,Male,Food and beverages,99.69,5,24.92,523.37,01-01-2019,12.09.00 PM,January,Cash,498.45,4.76,23.73,9.9
153-58-4872,C,South,Banglore,Member,Male,Food and beverages,74.89,4,14.98,314.54,03-01-2019,3.32.00 PM,January,Ewallet,299.56,4.76,14.26,4.2
662-72-2873,A,North,Delhi,Normal,Male,Food and beverages,40.94,5,10.24,214.94,01-06-2019,1.58.00 PM,June,Ewallet,204.7,4.76,9.74,9.9
525-88-7307,B,West,Mumbai,Member,Female,Sports and travel,75.82,1,3.79,79.61,01-01-2019,1.19.00 PM,January,Cash,75.82,4.76,3.61,5.8
689-16-9784,C,South,Banglore,Normal,Female,Food and beverages,46.77,6,14.03,294.65,03-11-2019,1.37.00 PM,November,Cash,280.62,4.76,13.36,6
725-56-0833,A,North,Delhi,Normal,Male,Health and beauty,32.32,10,16.16,339.36,02-01-2019,4.49.00 PM,January,Credit card,323.2,4.76,15.38,10
394-41-0748,C,South,Banglore,Member,Male,Fashion accessories,54.07,9,24.33,510.96,01-01-2019,2.55.00 PM,January,Ewallet,486.63,4.76,23.16,9.5
596-42-3999,B,West,Mumbai,Normal,Female,Food and beverages,18.22,7,6.38,133.92,03-10-2019,2.04.00 PM,October,Credit card,127.54,4.76,6.07,6.6
541-89-9860,C,South,Banglore,Member,Male,Fashion accessories,80.48,3,12.07,253.51,02-01-2019,12.31.00 PM,January,Cash,241.44,4.76,11.49,8.1
173-82-9529,B,West,Mumbai,Normal,Male,Fashion accessories,37.95,10,18.98,398.48,01-01-2019,2.51.00 PM,January,Cash,379.5,4.76,18.06,9.7
563-36-9814,A,North,Delhi,Member,Female,Electronic accessories,76.82,1,3.84,80.66,02-01-2019,6.27.00 PM,January,Ewallet,76.82,4.76,3.66,7.2
308-47-4913,A,North,Delhi,Member,Male,Sports and travel,52.26,10,26.13,548.73,03-09-2019,12.45.00 PM,September,Credit card,522.6,4.76,24.88,6.2
885-17-6250,A,North,Delhi,Normal,Male,Health and beauty,79.74,1,3.99,83.73,03-06-2019,10.36.00 AM,June,Ewallet,79.74,4.76,3.8,7.3
726-27-2396,A,North,Delhi,Normal,Male,Health and beauty,77.5,5,19.38,406.88,01-01-2019,8.36.00 PM,January,Ewallet,387.5,4.76,18.45,4.3
316-01-3952,A,North,Delhi,Normal,Male,Food and beverages,54.27,5,13.57,284.92,03-01-2019,2.16.00 PM,January,Ewallet,271.35,4.76,12.92,4.6
760-54-1821,B,West,Mumbai,Normal,Female,Home and lifestyle,13.59,9,6.12,128.43,03-01-2019,10.26.00 AM,January,Cash,122.31,4.76,5.82,5.8
793-10-3222,B,West,Mumbai,Member,Male,Health and beauty,41.06,6,12.32,258.68,03-05-2019,1.30.00 PM,May,Credit card,246.36,4.76,11.73,8.3
346-12-3257,B,West,Mumbai,Member,Female,Electronic accessories,19.24,9,8.66,181.82,03-04-2019,4.28.00 PM,April,Cash,173.16,4.76,8.24,8
110-05-6330,C,South,Banglore,Normal,Male,Food and beverages,39.43,6,11.83,248.41,03-01-2019,8.18.00 PM,January,Credit card,236.58,4.76,11.26,9.4
651-61-0874,C,South,Banglore,Normal,Female,Home and lifestyle,46.22,4,9.24,194.12,03-12-2019,8.04.00 PM,December,Credit card,184.88,4.76,8.8,6.2
236-86-3015,C,South,Banglore,Member,Female,Home and lifestyle,13.98,1,0.7,14.68,02-04-2019,1.38.00 PM,April,Ewallet,13.98,4.76,0.67,9.8
831-64-0259,B,West,Mumbai,Normal,Male,Fashion accessories,39.75,5,9.94,208.69,02-01-2019,10.43.00 AM,January,Ewallet,198.75,4.76,9.46,9.6
587-03-7455,C,South,Banglore,Member,Male,Fashion accessories,97.79,7,34.23,718.76,02-01-2019,5.30.00 PM,January,Ewallet,684.53,4.76,32.58,4.9
882-40-4577,A,North,Delhi,Member,Female,Sports and travel,67.26,4,13.45,282.49,01-01-2019,3.28.00 PM,January,Credit card,269.04,4.76,12.81,8
732-67-5346,A,North,Delhi,Normal,Female,Food and beverages,13.79,5,3.45,72.4,01-11-2019,7.07.00 PM,November,Credit card,68.95,4.76,3.28,7.8
725-32-9708,B,West,Mumbai,Member,Male,Fashion accessories,68.71,4,13.74,288.58,01-04-2019,7.01.00 PM,April,Cash,274.84,4.76,13.08,4.1
256-08-8343,A,North,Delhi,Normal,Male,Home and lifestyle,56.53,4,11.31,237.43,03-04-2019,7.48.00 PM,April,Ewallet,226.12,4.76,10.76,5.5
372-26-1506,C,South,Banglore,Normal,Male,Fashion accessories,23.82,5,5.96,125.06,01-01-2019,7.24.00 PM,January,Ewallet,119.1,4.76,5.67,5.4
244-08-0162,B,West,Mumbai,Normal,Male,Health and beauty,34.21,10,17.11,359.21,01-02-2019,1.00.00 PM,February,Cash,342.1,4.76,16.28,5.1
569-71-4390,B,West,Mumbai,Normal,Female,Sports and travel,21.87,2,2.19,45.93,01-01-2019,2.29.00 PM,January,Ewallet,43.74,4.76,2.08,6.9
132-23-6451,A,North,Delhi,Member,Female,Health and beauty,20.97,5,5.24,110.09,01-04-2019,1.21.00 PM,April,Cash,104.85,4.76,4.99,7.8
696-90-2548,A,North,Delhi,Normal,Female,Sports and travel,25.84,3,3.88,81.4,03-10-2019,6.55.00 PM,October,Ewallet,77.52,4.76,3.69,6.6
472-15-9636,A,North,Delhi,Normal,Female,Home and lifestyle,50.93,8,20.37,427.81,03-01-2019,7.36.00 PM,January,Ewallet,407.44,4.76,19.39,9.2
268-03-6164,B,West,Mumbai,Normal,Female,Health and beauty,96.11,1,4.81,100.92,01-01-2019,4.28.00 PM,January,Ewallet,96.11,4.76,4.57,7.8
750-57-9686,C,South,Banglore,Normal,Male,Home and lifestyle,45.38,4,9.08,190.6,01-08-2019,1.48.00 PM,August,Credit card,181.52,4.76,8.64,8.7
186-09-3669,C,South,Banglore,Member,Male,Health and beauty,81.51,1,4.08,85.59,01-01-2019,10.57.00 AM,January,Ewallet,81.51,4.76,3.88,9.2
848-07-1692,B,West,Mumbai,Normal,Male,Health and beauty,57.22,2,5.72,120.16,01-12-2019,5.13.00 PM,December,Ewallet,114.44,4.76,5.45,8.3
745-71-3520,A,North,Delhi,Member,Male,Electronic accessories,25.22,7,8.83,185.37,02-04-2019,10.23.00 AM,April,Cash,176.54,4.76,8.4,8.2
266-76-6436,C,South,Banglore,Member,Male,Food and beverages,38.6,3,5.79,121.59,03-01-2019,1.57.00 PM,January,Ewallet,115.8,4.76,5.51,7.5
740-22-2500,C,South,Banglore,Normal,Male,Electronic accessories,84.05,3,12.61,264.76,01-01-2019,1.29.00 PM,January,Cash,252.15,4.76,12,9.8
271-88-8734,C,South,Banglore,Member,Male,Fashion accessories,97.21,10,48.61,1020.71,02-08-2019,1.00.00 PM,August,Credit card,972.1,4.76,46.27,8.7
301-81-8610,B,West,Mumbai,Member,Female,Fashion accessories,25.42,8,10.17,213.53,03-01-2019,7.42.00 PM,January,Credit card,203.36,4.76,9.68,6.7
489-64-4354,C,South,Banglore,Normal,Female,Fashion accessories,16.28,1,0.81,17.09,03-09-2019,3.36.00 PM,September,Cash,16.28,4.76,0.77,5
198-84-7132,B,West,Mumbai,Member,Female,Fashion accessories,40.61,9,18.27,383.76,01-02-2019,1.40.00 PM,February,Cash,365.49,4.76,17.4,7
269-10-8440,A,North,Delhi,Member,Female,Health and beauty,53.17,7,18.61,390.8,01-01-2019,6.01.00 PM,January,Cash,372.19,4.76,17.72,8.9
650-98-6268,B,West,Mumbai,Member,Male,Food and beverages,20.87,3,3.13,65.74,03-01-2019,1.53.00 PM,January,Credit card,62.61,4.76,2.98,8
741-73-3559,B,West,Mumbai,Normal,Female,Sports and travel,67.27,5,16.82,353.17,02-01-2019,5.27.00 PM,January,Cash,336.35,4.76,16.01,6.9
325-77-6186,A,North,Delhi,Member,Male,Home and lifestyle,90.65,10,45.33,951.83,03-08-2019,10.53.00 AM,August,Ewallet,906.5,4.76,43.15,7.3
286-75-7818,B,West,Mumbai,Normal,Female,Fashion accessories,69.08,2,6.91,145.07,01-01-2019,7.48.00 PM,January,Credit card,138.16,4.76,6.58,6.9
574-57-9721,C,South,Banglore,Normal,Female,Food and beverages,43.27,2,4.33,90.87,03-08-2019,4.53.00 PM,August,Ewallet,86.54,4.76,4.12,5.7
459-50-7686,A,North,Delhi,Normal,Male,Electronic accessories,23.46,6,7.04,147.8,01-01-2019,7.14.00 PM,January,Ewallet,140.76,4.76,6.7,6.4
616-87-0016,B,West,Mumbai,Normal,Female,Fashion accessories,95.54,7,33.44,702.22,03-09-2019,2.36.00 PM,September,Credit card,668.78,4.76,31.83,9.6
837-55-7229,B,West,Mumbai,Normal,Male,Fashion accessories,47.44,1,2.37,49.81,02-01-2019,6.19.00 PM,January,Credit card,47.44,4.76,2.26,6.8
751-69-0068,C,South,Banglore,Normal,Female,Sports and travel,99.24,9,44.66,937.82,03-01-2019,7.09.00 PM,January,Ewallet,893.16,4.76,42.51,9
257-73-1380,C,South,Banglore,Member,Female,Sports and travel,82.93,4,16.59,348.31,01-01-2019,4.51.00 PM,January,Ewallet,331.72,4.76,15.79,9.6
345-08-4992,A,North,Delhi,Normal,Female,Home and lifestyle,33.99,6,10.2,214.14,03-08-2019,3.37.00 PM,August,Credit card,203.94,4.76,9.71,7.7
549-96-4200,C,South,Banglore,Member,Female,Food and beverages,17.04,4,3.41,71.57,03-08-2019,8.15.00 PM,August,Ewallet,68.16,4.76,3.24,7
810-60-6344,C,South,Banglore,Normal,Male,Electronic accessories,40.86,8,16.34,343.22,02-07-2019,2.38.00 PM,July,Credit card,326.88,4.76,15.56,6.5
450-28-2866,C,South,Banglore,Member,Female,Food and beverages,17.44,5,4.36,91.56,01-01-2019,7.25.00 PM,January,Cash,87.2,4.76,4.15,8.1
394-30-3170,B,West,Mumbai,Member,Male,Sports and travel,88.43,8,35.37,742.81,03-01-2019,7.35.00 PM,January,Credit card,707.44,4.76,33.67,4.3
138-17-5109,A,North,Delhi,Member,Male,Home and lifestyle,89.21,9,40.14,843.03,01-01-2019,3.42.00 PM,January,Credit card,802.89,4.76,38.22,6.5
192-98-7397,C,South,Banglore,Normal,Female,Fashion accessories,12.78,1,0.64,13.42,01-08-2019,2.11.00 PM,August,Ewallet,12.78,4.76,0.61,9.5
301-11-9629,A,North,Delhi,Normal,Male,Sports and travel,19.1,7,6.69,140.39,01-01-2019,10.43.00 AM,January,Cash,133.7,4.76,6.36,9.7
390-80-5128,B,West,Mumbai,Member,Male,Health and beauty,19.15,1,0.96,20.11,01-01-2019,5.58.00 PM,January,Credit card,19.15,4.76,0.91,9.5
235-46-8343,C,South,Banglore,Member,Female,Food and beverages,27.66,10,13.83,290.43,02-01-2019,11.26.00 AM,January,Credit card,276.6,4.76,13.17,8.9
453-12-7053,C,South,Banglore,Normal,Female,Fashion accessories,45.74,3,6.86,144.08,03-10-2019,5.38.00 PM,October,Credit card,137.22,4.76,6.53,6.5
296-11-7041,B,West,Mumbai,Member,Male,Health and beauty,27.07,1,1.35,28.42,01-12-2019,8.07.00 PM,December,Credit card,27.07,4.76,1.29,5.3
449-27-2918,B,West,Mumbai,Member,Male,Sports and travel,39.12,1,1.96,41.08,03-01-2019,11.02.00 AM,January,Credit card,39.12,4.76,1.86,9.6
891-01-7034,B,West,Mumbai,Normal,Male,Electronic accessories,74.71,6,22.41,470.67,01-01-2019,7.07.00 PM,January,Cash,448.26,4.76,21.34,6.7
744-09-5786,B,West,Mumbai,Normal,Female,Electronic accessories,22.01,6,6.6,138.66,01-02-2019,6.50.00 PM,February,Cash,132.06,4.76,6.29,7.6
727-17-0390,A,North,Delhi,Normal,Male,Food and beverages,63.61,5,15.9,333.95,03-01-2019,12.43.00 PM,January,Ewallet,318.05,4.76,15.14,4.8
568-88-3448,A,North,Delhi,Normal,Female,Health and beauty,25,1,1.25,26.25,03-03-2019,3.09.00 PM,March,Ewallet,25,4.76,1.19,5.5
187-83-5490,A,North,Delhi,Member,Female,Electronic accessories,20.77,4,4.15,87.23,01-01-2019,1.47.00 PM,January,Cash,83.08,4.76,3.95,4.7
767-54-1907,B,West,Mumbai,Member,Male,Fashion accessories,29.56,5,7.39,155.19,02-01-2019,4.59.00 PM,January,Cash,147.8,4.76,7.04,6.9
710-46-4433,B,West,Mumbai,Member,Male,Food and beverages,77.4,9,34.83,731.43,02-01-2019,2.15.00 PM,January,Credit card,696.6,4.76,33.16,4.5
533-33-5337,B,West,Mumbai,Normal,Female,Electronic accessories,79.39,10,39.7,833.6,02-07-2019,8.24.00 PM,July,Cash,793.9,4.76,37.79,6.2
325-90-8763,C,South,Banglore,Member,Male,Electronic accessories,46.57,10,23.29,488.99,01-01-2019,1.58.00 PM,January,Cash,465.7,4.76,22.17,7.6
729-46-7422,C,South,Banglore,Normal,Female,Food and beverages,35.89,1,1.79,37.68,02-01-2019,4.52.00 PM,January,Credit card,35.89,4.76,1.71,7.9
639-76-1242,C,South,Banglore,Normal,Female,Food and beverages,40.52,5,10.13,212.73,02-03-2019,3.19.00 PM,March,Cash,202.6,4.76,9.64,4.5
234-03-4040,B,West,Mumbai,Member,Male,Food and beverages,73.05,10,36.53,767.03,03-03-2019,12.25.00 PM,March,Credit card,730.5,4.76,34.77,8.7
326-71-2155,C,South,Banglore,Normal,Male,Sports and travel,73.95,4,14.79,310.59,02-03-2019,10.02.00 AM,March,Cash,295.8,4.76,14.08,6.1
320-32-8842,C,South,Banglore,Member,Male,Food and beverages,22.62,1,1.13,23.75,03-01-2019,6.58.00 PM,January,Cash,22.62,4.76,1.08,6.4
470-32-9057,A,North,Delhi,Member,Female,Food and beverages,51.34,5,12.84,269.54,03-01-2019,3.31.00 PM,January,Credit card,256.7,4.76,12.22,9.1
878-30-2331,C,South,Banglore,Member,Male,Sports and travel,54.55,10,27.28,572.78,03-02-2019,11.22.00 AM,February,Credit card,545.5,4.76,25.97,7.1
440-59-5691,C,South,Banglore,Member,Male,Health and beauty,37.15,7,13,273.05,02-08-2019,1.12.00 PM,August,Credit card,260.05,4.76,12.38,7.7
554-53-3790,B,West,Mumbai,Normal,Female,Sports and travel,37.02,6,11.11,233.23,03-01-2019,6.33.00 PM,January,Cash,222.12,4.76,10.57,4.5
746-19-0921,C,South,Banglore,Normal,Female,Food and beverages,21.58,1,1.08,22.66,02-09-2019,10.02.00 AM,September,Ewallet,21.58,4.76,1.03,7.2
233-34-0817,C,South,Banglore,Member,Male,Electronic accessories,98.84,1,4.94,103.78,02-01-2019,11.21.00 AM,January,Cash,98.84,4.76,4.7,8.4
767-05-1286,C,South,Banglore,Member,Male,Home and lifestyle,83.77,6,25.13,527.75,01-01-2019,12.10.00 PM,January,Ewallet,502.62,4.76,23.92,5.4
340-21-9136,A,North,Delhi,Member,Male,Sports and travel,40.05,4,8.01,168.21,01-01-2019,11.40.00 AM,January,Cash,160.2,4.76,7.63,9.7
405-31-3305,A,North,Delhi,Member,Female,Fashion accessories,43.13,10,21.57,452.87,02-02-2019,6.31.00 PM,February,Credit card,431.3,4.76,20.53,5.5
731-59-7531,B,West,Mumbai,Member,Female,Health and beauty,72.57,8,29.03,609.59,03-01-2019,5.58.00 PM,January,Cash,580.56,4.76,27.63,4.6
676-39-6028,A,North,Delhi,Member,Male,Electronic accessories,64.44,5,16.11,338.31,03-01-2019,5.04.00 PM,January,Cash,322.2,4.76,15.34,6.6
502-05-1910,A,North,Delhi,Normal,Female,Health and beauty,65.18,3,9.78,205.32,02-01-2019,8.35.00 PM,January,Credit card,195.54,4.76,9.31,6.3
485-30-8700,A,North,Delhi,Normal,Male,Sports and travel,33.26,5,8.32,174.62,03-01-2019,4.10.00 PM,January,Credit card,166.3,4.76,7.92,4.2
598-47-9715,C,South,Banglore,Normal,Female,Electronic accessories,84.07,4,16.81,353.09,03-07-2019,4.54.00 PM,July,Ewallet,336.28,4.76,16.01,4.4
701-69-8742,B,West,Mumbai,Normal,Female,Sports and travel,34.37,10,17.19,360.89,03-01-2019,10.11.00 AM,January,Ewallet,343.7,4.76,16.36,6.7
575-67-1508,A,North,Delhi,Normal,Female,Electronic accessories,38.6,1,1.93,40.53,01-01-2019,11.26.00 AM,January,Ewallet,38.6,4.76,1.84,6.7
541-08-3113,C,South,Banglore,Normal,Female,Food and beverages,65.97,8,26.39,554.15,02-02-2019,8.29.00 PM,February,Cash,527.76,4.76,25.12,8.4
246-11-3901,C,South,Banglore,Normal,Male,Electronic accessories,32.8,10,16.4,344.4,02-01-2019,12.12.00 PM,January,Cash,328,4.76,15.61,6.2
674-15-9296,A,North,Delhi,Normal,Female,Sports and travel,37.14,5,9.29,194.99,01-08-2019,1.05.00 PM,August,Ewallet,185.7,4.76,8.84,5
305-18-3552,B,West,Mumbai,Member,Female,Home and lifestyle,60.38,10,30.19,633.99,02-12-2019,4.19.00 PM,December,Cash,603.8,4.76,28.74,6
493-65-6248,C,South,Banglore,Member,Male,Sports and travel,36.98,10,18.49,388.29,01-01-2019,7.48.00 PM,January,Credit card,369.8,4.76,17.6,7
438-01-4015,B,West,Mumbai,Member,Male,Sports and travel,49.49,4,9.9,207.86,03-01-2019,3.25.00 PM,January,Ewallet,197.96,4.76,9.42,6.6
709-58-4068,B,West,Mumbai,Normal,Male,Fashion accessories,41.09,10,20.55,431.45,02-01-2019,2.42.00 PM,January,Cash,410.9,4.76,19.56,7.3
795-49-7276,A,North,Delhi,Normal,Female,Fashion accessories,37.15,4,7.43,156.03,03-01-2019,6.59.00 PM,January,Ewallet,148.6,4.76,7.07,8.3
556-72-8512,C,South,Banglore,Normal,Female,Home and lifestyle,22.96,1,1.15,24.11,01-01-2019,8.47.00 PM,January,Cash,22.96,4.76,1.09,4.3
627-95-3243,B,West,Mumbai,Member,Male,Home and lifestyle,77.68,9,34.96,734.08,02-04-2019,1.21.00 PM,April,Ewallet,699.12,4.76,33.28,9.8
686-41-0932,B,West,Mumbai,Normal,Male,Fashion accessories,34.7,2,3.47,72.87,03-01-2019,7.48.00 PM,January,Ewallet,69.4,4.76,3.3,8.2
510-09-5628,A,North,Delhi,Member,Male,Fashion accessories,19.66,10,9.83,206.43,03-01-2019,6.20.00 PM,January,Credit card,196.6,4.76,9.36,7.2
608-04-3797,B,West,Mumbai,Member,Male,Health and beauty,25.32,8,10.13,212.69,03-05-2019,8.24.00 PM,May,Ewallet,202.56,4.76,9.64,8.7
148-82-2527,C,South,Banglore,Member,Male,Home and lifestyle,12.12,10,6.06,127.26,03-05-2019,1.44.00 PM,May,Credit card,121.2,4.76,5.77,8.4
437-53-3084,B,West,Mumbai,Normal,Female,Fashion accessories,99.89,2,9.99,209.77,02-01-2019,11.48.00 AM,January,Ewallet,199.78,4.76,9.51,7.1
632-32-4574,B,West,Mumbai,Normal,Female,Sports and travel,75.92,8,30.37,637.73,03-01-2019,2.14.00 PM,January,Cash,607.36,4.76,28.91,5.5
556-97-7101,C,South,Banglore,Normal,Male,Electronic accessories,63.22,2,6.32,132.76,01-01-2019,3.51.00 PM,January,Cash,126.44,4.76,6.02,8.5
862-59-8517,C,South,Banglore,Normal,Male,Food and beverages,90.24,6,27.07,568.51,01-01-2019,11.17.00 AM,January,Cash,541.44,4.76,25.77,6.2
401-18-8016,B,West,Mumbai,Member,Male,Sports and travel,98.13,1,4.91,103.04,01-01-2019,5.36.00 PM,January,Cash,98.13,4.76,4.67,8.9
420-18-8989,A,North,Delhi,Member,Male,Sports and travel,51.52,8,20.61,432.77,02-02-2019,3.47.00 PM,February,Cash,412.16,4.76,19.62,9.6
